2025-05-05 12:06:01,041 - __main__ - ERROR - TELEGRAM_TOKEN не найден в .env. Убедитесь, что файл .env содержит TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:06:34,291 - __main__ - ERROR - TELEGRAM_TOKEN не найден в .env. Убедитесь, что файл .env содержит TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:08:40,181 - __main__ - ERROR - TELEGRAM_TOKEN не найден в .env. Убедитесь, что файл .env содержит TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:09:08,157 - __main__ - ERROR - TELEGRAM_TOKEN не найден в .env. Убедитесь, что файл .env содержит TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:12:11,228 - __main__ - ERROR - Файл .env не найден в текущей директории. Создайте .env с TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:12:24,009 - __main__ - ERROR - Файл .env не найден в текущей директории. Создайте .env с TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:14:27,070 - __main__ - ERROR - Файл .env не найден в текущей директории. Создайте .env с TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:16:59,304 - __main__ - ERROR - Файл .env не найден в текущей директории. Создайте .env с TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:18:37,058 - __main__ - ERROR - Файл .env не найден в текущей директории. Создайте .env с TELEGRAM_TOKEN=ваш_токен
2025-05-05 12:19:27,639 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7519915111:AAHVz5vBRDYiwaZrC22yMFHBqygUaBfV-JU/getMe "HTTP/1.1 200 OK"
2025-05-05 12:19:27,789 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7519915111:AAHVz5vBRDYiwaZrC22yMFHBqygUaBfV-JU/deleteWebhook "HTTP/1.1 200 OK"
2025-05-05 12:19:27,791 - telegram.ext.Application - INFO - Application started
2025-05-05 12:19:28,841 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7519915111:AAHVz5vBRDYiwaZrC22yMFHBqygUaBfV-JU/getUpdates "HTTP/1.1 200 OK"
2025-05-05 12:19:29,040 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7519915111:AAHVz5vBRDYiwaZrC22yMFHBqygUaBfV-JU/getUpdates "HTTP/1.1 200 OK"
2025-05-05 12:19:29,041 - httpx - INFO - HTTP Request: POST https://api.telegram.org/bot7519915111:AAHVz5vBRDYiwaZrC22yMFHBqygUaBfV-JU/sendMessage "HTTP/1.1 200 OK"
